Baylor Scott & White Emergency Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tax ID: 26-2978009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated 1/13/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charge Code,ChargeDescription,Revenue Code,CPT Code, Charge , Self Pay Median Charge , Minimum Reimbursment , Maximum Reimbursment , Payer , Aetna , Aetna , American Health Advantage , Ambetter , BCBS , BCBS , BCBS , BCBS , BCBS , Cigna , Cigna , Cigna , CorVel , CorVel , Employers Health Network , HealthSmart , HealthSmart , Humana , Humana , Hunt Regional , Imagine Health , Midland Memorial , MultiPlan , Scott&White , Scott&White , Scott&White , Scott&White , Scott&White , Scott&White , Scott&White , Sedgwick , Superior , UMH , United , United , United , VA/Triwest , WellMed 
430500001,Hematocrit,305,85014,16.00,6.40,7.84,13.60,,8.80,**,**,**,**,**,**,**,**,9.28,7.84,**,**,13.60,8.80,12.00,12.00,11.20,**,8.80,8.48,10.88,12.00,**,**,**,8.32,7.84,8.80,9.28,**,**,9.28,11.20,**,10.08,**,**
430500002,Hemoglobin,305,85018,16.00,6.40,7.84,13.60,,8.80,**,**,**,**,**,**,**,**,9.28,7.84,**,**,13.60,8.80,12.00,12.00,11.20,**,8.80,8.48,10.88,12.00,**,**,**,8.32,7.84,8.80,9.28,**,**,9.28,11.20,**,10.08,**,**
431000001,"F2 gene analysis, 20210G>A variant",310,81240,549.00,219.60,269.01,466.65,,301.95,**,**,**,**,**,**,**,**,318.42,269.01,**,**,466.65,301.95,411.75,411.75,384.30,**,301.95,290.97,373.32,411.75,**,**,**,285.48,269.01,301.95,318.42,**,**,318.42,384.30,**,345.87,**,**
431000002,Factor V Leiden,310,81241,217.00,86.80,106.33,184.45,,119.35,**,**,**,**,**,**,**,**,125.86,106.33,**,**,184.45,119.35,162.75,162.75,151.90,**,119.35,115.01,147.56,162.75,**,**,**,112.84,106.33,119.35,125.86,**,**,125.86,151.90,**,136.71,**,**
431000003,"PAP, thin prep automated",310,88142,168.00,67.20,82.32,142.80,,92.40,**,**,**,**,**,**,**,**,97.44,82.32,**,**,142.80,92.40,126.00,126.00,117.60,**,92.40,89.04,114.24,126.00,**,**,**,87.36,82.32,92.40,97.44,**,**,97.44,117.60,**,105.84,**,**
431000004,"Cytopath, Cell Enhance Tech w/Interp, except cervical or vaginal",310,88112,269.00,107.60,49.16,228.65,,147.95,49.16,51.62,91.93,**,**,**,**,**,156.02,131.81,51.62,95.37,228.65,147.95,201.75,201.75,188.30,49.16,147.95,142.57,182.92,201.75,**,81.11,49.16,139.88,131.81,147.95,156.02,113.07,51.62,156.02,188.30,49.16,169.47,49.16,49.16
431000005,"Cytopathology, evaluation of fine needle aspirate; interpretation",310,88173,375.00,150.00,49.16,318.75,,206.25,49.16,51.62,91.93,**,**,**,**,**,217.50,183.75,51.62,95.37,318.75,206.25,281.25,281.25,262.50,49.16,206.25,198.75,255.00,281.25,**,81.11,49.16,195.00,183.75,206.25,217.50,113.07,51.62,217.50,262.50,49.16,236.25,49.16,49.16
431000006,"Molecular cytogenetics; DNA probe, each",310,88271,263.00,105.20,128.87,223.55,,144.65,0.00,0.00,0.00,**,**,**,**,**,152.54,128.87,0.00,0.00,223.55,144.65,197.25,197.25,184.10,0.00,144.65,139.39,178.84,197.25,**,0.00,0.00,136.76,128.87,144.65,152.54,0.00,0.00,152.54,184.10,0.00,165.69,0.00,0.00
431000007,"Molecular cytogenetics; interphase ISH, analyze 100-300 cells",310,88275,399.00,159.60,195.51,339.15,,219.45,0.00,0.00,0.00,**,**,**,**,**,231.42,195.51,0.00,0.00,339.15,219.45,299.25,299.25,279.30,0.00,219.45,211.47,271.32,299.25,**,0.00,0.00,207.48,195.51,219.45,231.42,0.00,0.00,231.42,279.30,0.00,251.37,0.00,0.00
431000008,"Tissue culture for neoplastic disorders; bone marrow, blood cells",310,88237,792.00,316.80,388.08,673.20,,435.60,0.00,0.00,0.00,**,**,**,**,**,459.36,388.08,0.00,0.00,673.20,435.60,594.00,594.00,554.40,0.00,435.60,419.76,538.56,594.00,**,0.00,0.00,411.84,388.08,435.60,459.36,0.00,0.00,459.36,554.40,0.00,498.96,0.00,0.00
432000007,XRAY SINUS < 3 VIEWS,320,70210,196.00,78.40,85.18,195.92,,107.80,85.18,89.44,159.29,**,**,**,**,**,113.68,96.04,89.44,165.25,166.60,107.80,147.00,147.00,137.20,85.18,107.80,98.00,133.28,147.00,**,140.55,85.18,101.92,96.04,107.80,113.68,195.92,89.44,113.68,137.20,85.18,123.48,85.18,85.18
432000012,"Xray TMJ, Open/Closed Bilateral",320,70330,313.00,125.20,85.18,266.05,,172.15,85.18,89.44,159.29,**,**,**,**,**,181.54,153.37,89.44,165.25,266.05,172.15,234.75,234.75,219.10,85.18,172.15,156.50,212.84,234.75,**,140.55,85.18,162.76,153.37,172.15,181.54,195.92,89.44,181.54,219.10,85.18,197.19,85.18,85.18
432000016,X-ray of chest w/ api lordic,320,71047,427.00,170.80,85.18,362.95,,234.85,85.18,89.44,159.29,**,**,**,**,**,247.66,209.23,89.44,165.25,362.95,234.85,320.25,320.25,298.90,85.18,234.85,213.50,290.36,320.25,**,140.55,85.18,222.04,209.23,234.85,247.66,195.92,89.44,247.66,298.90,85.18,269.01,85.18,85.18
432000026,XR Cervical 1vw,320,72020,383.00,153.20,85.18,325.55,,210.65,85.18,89.44,159.29,**,**,**,**,**,222.14,187.67,89.44,165.25,325.55,210.65,287.25,287.25,268.10,85.18,210.65,191.50,260.44,287.25,**,140.55,85.18,199.16,187.67,210.65,222.14,195.92,89.44,222.14,268.10,85.18,241.29,85.18,85.18
432000072,XR Abdomen 3 or more views,320,74021,444.00,177.60,104.79,377.40,,244.20,104.79,110.03,195.96,**,**,**,**,**,257.52,217.56,110.03,203.29,377.40,244.20,333.00,333.00,310.80,104.79,244.20,222.00,301.92,333.00,**,172.90,104.79,230.88,217.56,244.20,257.52,241.02,110.03,257.52,310.80,104.79,279.72,104.79,104.79
432000084,"Radiologic examination, foot; 2 views Left",320,73620,573.00,229.20,85.18,487.05,,315.15,85.18,89.44,159.29,**,**,**,**,**,332.34,280.77,89.44,165.25,487.05,315.15,429.75,429.75,401.10,85.18,315.15,286.50,389.64,429.75,**,140.55,85.18,297.96,280.77,315.15,332.34,195.92,89.44,332.34,401.10,85.18,360.99,85.18,85.18
432000085,"Radiologic examination, foot; 2 views Right",320,73620,573.00,229.20,85.18,487.05,,315.15,85.18,89.44,159.29,**,**,**,**,**,332.34,280.77,89.44,165.25,487.05,315.15,429.75,429.75,401.10,85.18,315.15,286.50,389.64,429.75,**,140.55,85.18,297.96,280.77,315.15,332.34,195.92,89.44,332.34,401.10,85.18,360.99,85.18,85.18
432000086,X-Ray SI Joints <3 views,320,72200,157.00,62.80,76.93,195.96,,86.35,104.79,110.03,195.96,**,**,**,**,**,91.06,76.93,110.03,133.45,133.45,86.35,117.75,117.75,109.90,104.79,86.35,78.50,106.76,117.75,**,172.90,104.79,81.64,76.93,86.35,91.06,157.00,110.03,91.06,109.90,104.79,98.91,104.79,104.79
432000087,X-Ray SI Joints >3 views,320,72202,222.00,88.80,104.79,222.00,,122.10,104.79,110.03,195.96,**,**,**,**,**,128.76,108.78,110.03,188.70,188.70,122.10,166.50,166.50,155.40,104.79,122.10,111.00,150.96,166.50,**,172.90,104.79,115.44,108.78,122.10,128.76,222.00,110.03,128.76,155.40,104.79,139.86,104.79,104.79
432000089,XR ANKLE 2V LEFT,320,73600,414.00,165.60,85.18,351.90,,227.70,85.18,89.44,159.29,**,**,**,**,**,240.12,202.86,89.44,165.25,351.90,227.70,310.50,310.50,289.80,85.18,227.70,207.00,281.52,310.50,**,140.55,85.18,215.28,202.86,227.70,240.12,195.92,89.44,240.12,289.80,85.18,260.82,85.18,85.18
432000090,XR ANKLE 2V RIGHT,320,73600,414.00,165.60,85.18,351.90,,227.70,85.18,89.44,159.29,**,**,**,**,**,240.12,202.86,89.44,165.25,351.90,227.70,310.50,310.50,289.80,85.18,227.70,207.00,281.52,310.50,**,140.55,85.18,215.28,202.86,227.70,240.12,195.92,89.44,240.12,289.80,85.18,260.82,85.18,85.18
432000091,XR ANKLE 3V+ LEFT,320,73610,558.00,223.20,85.18,474.30,,306.90,85.18,89.44,159.29,**,**,**,**,**,323.64,273.42,89.44,165.25,474.30,306.90,418.50,418.50,390.60,85.18,306.90,279.00,379.44,418.50,**,140.55,85.18,290.16,273.42,306.90,323.64,195.92,89.44,323.64,390.60,85.18,351.54,85.18,85.18
432000092,XR ANKLE 3V+ RIGHT,320,73610,558.00,223.20,85.18,474.30,,306.90,85.18,89.44,159.29,**,**,**,**,**,323.64,273.42,89.44,165.25,474.30,306.90,418.50,418.50,390.60,85.18,306.90,279.00,379.44,418.50,**,140.55,85.18,290.16,273.42,306.90,323.64,195.92,89.44,323.64,390.60,85.18,351.54,85.18,85.18
432000094,XR Abdomen; 2 View Upright and Supine,320,74019,402.00,160.80,104.79,341.70,,221.10,104.79,110.03,195.96,**,**,**,**,**,233.16,196.98,110.03,203.29,341.70,221.10,301.50,301.50,281.40,104.79,221.10,201.00,273.36,301.50,**,172.90,104.79,209.04,196.98,221.10,233.16,241.02,110.03,233.16,281.40,104.79,253.26,104.79,104.79
432000099,Unlisted Ultrasound Procedure,320,76999,"1,322.00",528.80,85.18,"1,123.70",,727.10,85.18,89.44,159.29,**,**,**,**,**,766.76,647.78,89.44,165.25,"1,123.70",727.10,991.50,991.50,925.40,85.18,727.10,661.00,898.96,991.50,**,140.55,85.18,687.44,647.78,727.10,766.76,195.92,89.44,766.76,925.40,85.18,832.86,85.18,85.18
432400101,XR CXR 2V,324,71046,343.00,137.20,85.18,291.55,,188.65,85.18,89.44,159.29,**,**,**,**,**,198.94,168.07,89.44,165.25,291.55,188.65,257.25,257.25,240.10,85.18,188.65,171.50,233.24,257.25,**,140.55,85.18,178.36,168.07,188.65,198.94,195.92,89.44,198.94,240.10,85.18,216.09,85.18,85.18
432400102,XR CXR FRONTAL,324,71045,257.00,102.80,85.18,218.45,,141.35,85.18,89.44,159.29,**,**,**,**,**,149.06,125.93,89.44,165.25,218.45,141.35,192.75,192.75,179.90,85.18,141.35,128.50,174.76,192.75,**,140.55,85.18,133.64,125.93,141.35,149.06,195.92,89.44,149.06,179.90,85.18,161.91,85.18,85.18
432900001,XR MANDIBLE LIMITED,320,70100,157.00,62.80,76.93,159.29,,86.35,85.18,89.44,159.29,**,**,**,**,**,91.06,76.93,89.44,133.45,133.45,86.35,117.75,117.75,109.90,85.18,86.35,78.50,106.76,117.75,**,140.55,85.18,81.64,76.93,86.35,91.06,157.00,89.44,91.06,109.90,85.18,98.91,85.18,85.18
432900002,XR MANDIBLE 4V+,320,70110,234.00,93.60,104.79,234.00,,128.70,104.79,110.03,195.96,**,**,**,**,**,135.72,114.66,110.03,198.90,198.90,128.70,175.50,175.50,163.80,104.79,128.70,117.00,159.12,175.50,**,172.90,104.79,121.68,114.66,128.70,135.72,234.00,110.03,135.72,163.80,104.79,147.42,104.79,104.79
432900003,XR Facial bones 3+ Views,320,70150,381.00,152.40,104.79,323.85,,209.55,104.79,110.03,195.96,**,**,**,**,**,220.98,186.69,110.03,203.29,323.85,209.55,285.75,285.75,266.70,104.79,209.55,190.50,259.08,285.75,**,172.90,104.79,198.12,186.69,209.55,220.98,241.02,110.03,220.98,266.70,104.79,240.03,104.79,104.79
432900004,XR NASAL BONES 3+ VIEWS,320,70160,319.00,127.60,85.18,271.15,,175.45,85.18,89.44,159.29,**,**,**,**,**,185.02,156.31,89.44,165.25,271.15,175.45,239.25,239.25,223.30,85.18,175.45,159.50,216.92,239.25,**,140.55,85.18,165.88,156.31,175.45,185.02,195.92,89.44,185.02,223.30,85.18,200.97,85.18,85.18
432900005,XR ORBIT SERIES (4 VIEWS),320,70200,157.00,62.80,76.93,195.96,,86.35,104.79,110.03,195.96,**,**,**,**,**,91.06,76.93,110.03,133.45,133.45,86.35,117.75,117.75,109.90,104.79,86.35,78.50,106.76,117.75,**,172.90,104.79,81.64,76.93,86.35,91.06,157.00,110.03,91.06,109.90,104.79,98.91,104.79,104.79
432900006,XR SINUS  3V+,320,70220,424.00,169.60,85.18,360.40,,233.20,85.18,89.44,159.29,**,**,**,**,**,245.92,207.76,89.44,165.25,360.40,233.20,318.00,318.00,296.80,85.18,233.20,212.00,288.32,318.00,**,140.55,85.18,220.48,207.76,233.20,245.92,195.92,89.44,245.92,296.80,85.18,267.12,85.18,85.18
432900007,XR Skull < 4 Views,320,70250,359.00,143.60,104.79,305.15,,197.45,104.79,110.03,195.96,**,**,**,**,**,208.22,175.91,110.03,203.29,305.15,197.45,269.25,269.25,251.30,104.79,197.45,179.50,244.12,269.25,**,172.90,104.79,186.68,175.91,197.45,208.22,241.02,110.03,208.22,251.30,104.79,226.17,104.79,104.79
432900008,XR SKULL 4V+,320,70260,513.00,205.20,104.79,436.05,,282.15,104.79,110.03,195.96,**,**,**,**,**,297.54,251.37,110.03,203.29,436.05,282.15,384.75,384.75,359.10,104.79,282.15,256.50,348.84,384.75,**,172.90,104.79,266.76,251.37,282.15,297.54,241.02,110.03,297.54,359.10,104.79,323.19,104.79,104.79
432900009,"XR NECK, SOFT TISSUE",320,70360,227.00,90.80,85.18,195.92,,124.85,85.18,89.44,159.29,**,**,**,**,**,131.66,111.23,89.44,165.25,192.95,124.85,170.25,170.25,158.90,85.18,124.85,113.50,154.36,170.25,**,140.55,85.18,118.04,111.23,124.85,131.66,195.92,89.44,131.66,158.90,85.18,143.01,85.18,85.18
432900010,XR Ribs Unilat Left 2v,320,71100,399.00,159.60,85.18,339.15,,219.45,85.18,89.44,159.29,**,**,**,**,**,231.42,195.51,89.44,165.25,339.15,219.45,299.25,299.25,279.30,85.18,219.45,199.50,271.32,299.25,**,140.55,85.18,207.48,195.51,219.45,231.42,195.92,89.44,231.42,279.30,85.18,251.37,85.18,85.18
432900012,XR Ribs 3VW Right w/ PA chest,320,71101,598.00,239.20,104.79,508.30,,328.90,104.79,110.03,195.96,**,**,**,**,**,346.84,293.02,110.03,203.29,508.30,328.90,448.50,448.50,418.60,104.79,328.90,299.00,406.64,448.50,**,172.90,104.79,310.96,293.02,328.90,346.84,241.02,110.03,346.84,418.60,104.79,376.74,104.79,104.79
432900013,XR Ribs 3VW Left w/ PA chest,320,71101,598.00,239.20,104.79,508.30,,328.90,104.79,110.03,195.96,**,**,**,**,**,346.84,293.02,110.03,203.29,508.30,328.90,448.50,448.50,418.60,104.79,328.90,299.00,406.64,448.50,**,172.90,104.79,310.96,293.02,328.90,346.84,241.02,110.03,346.84,418.60,104.79,376.74,104.79,104.79
432900016,XR STERNUM,320,71120,299.00,119.60,85.18,254.15,,164.45,85.18,89.44,159.29,**,**,**,**,**,173.42,146.51,89.44,165.25,254.15,164.45,224.25,224.25,209.30,85.18,164.45,149.50,203.32,224.25,**,140.55,85.18,155.48,146.51,164.45,173.42,195.92,89.44,173.42,209.30,85.18,188.37,85.18,85.18
432900017,XR SC JOINT,320,71130,372.00,148.80,85.18,316.20,,204.60,85.18,89.44,159.29,**,**,**,**,**,215.76,182.28,89.44,165.25,316.20,204.60,279.00,279.00,260.40,85.18,204.60,186.00,252.96,279.00,**,140.55,85.18,193.44,182.28,204.60,215.76,195.92,89.44,215.76,260.40,85.18,234.36,85.18,85.18
432900018,XR SPINE-CERVICAL 2-3V,320,72040,408.00,163.20,85.18,346.80,,224.40,85.18,89.44,159.29,**,**,**,**,**,236.64,199.92,89.44,165.25,346.80,224.40,306.00,306.00,285.60,85.18,224.40,204.00,277.44,306.00,**,140.55,85.18,212.16,199.92,224.40,236.64,195.92,89.44,236.64,285.60,85.18,257.04,85.18,85.18
432900019,XR SPINE-CERVICAL  W/ OBLIQUES,320,72050,591.00,236.40,104.79,502.35,,325.05,104.79,110.03,195.96,**,**,**,**,**,342.78,289.59,110.03,203.29,502.35,325.05,443.25,443.25,413.70,104.79,325.05,295.50,401.88,443.25,**,172.90,104.79,307.32,289.59,325.05,342.78,241.02,110.03,342.78,413.70,104.79,372.33,104.79,104.79
432900020,XR C SPINE COMPLETE  W/ FLEX A,320,72052,618.00,247.20,104.79,525.30,,339.90,104.79,110.03,195.96,**,**,**,**,**,358.44,302.82,110.03,203.29,525.30,339.90,463.50,463.50,432.60,104.79,339.90,309.00,420.24,463.50,**,172.90,104.79,321.36,302.82,339.90,358.44,241.02,110.03,358.44,432.60,104.79,389.34,104.79,104.79
432900021,XR T SPINE 2V,320,72070,405.00,162.00,104.79,344.25,,222.75,104.79,110.03,195.96,**,**,**,**,**,234.90,198.45,110.03,203.29,344.25,222.75,303.75,303.75,283.50,104.79,222.75,202.50,275.40,303.75,**,172.90,104.79,210.60,198.45,222.75,234.90,241.02,110.03,234.90,283.50,104.79,255.15,104.79,104.79
432900022,XR SPINE-THORACIC (3 VIEWS),320,72072,514.00,205.60,104.79,436.90,,282.70,104.79,110.03,195.96,**,**,**,**,**,298.12,251.86,110.03,203.29,436.90,282.70,385.50,385.50,359.80,104.79,282.70,257.00,349.52,385.50,**,172.90,104.79,267.28,251.86,282.70,298.12,241.02,110.03,298.12,359.80,104.79,323.82,104.79,104.79
432900023,XR SPINE-LUMBAR (2-3 VIEWS),320,72100,459.00,183.60,104.79,390.15,,252.45,104.79,110.03,195.96,**,**,**,**,**,266.22,224.91,110.03,203.29,390.15,252.45,344.25,344.25,321.30,104.79,252.45,229.50,312.12,344.25,**,172.90,104.79,238.68,224.91,252.45,266.22,241.02,110.03,266.22,321.30,104.79,289.17,104.79,104.79
432900025,XR SPINE-LUMBER SERIES (4+ VIE,320,72110,615.00,246.00,104.79,522.75,,338.25,104.79,110.03,195.96,**,**,**,**,**,356.70,301.35,110.03,203.29,522.75,338.25,461.25,461.25,430.50,104.79,338.25,307.50,418.20,461.25,**,172.90,104.79,319.80,301.35,338.25,356.70,241.02,110.03,356.70,430.50,104.79,387.45,104.79,104.79
432900026,XR L SPINE W/ FLEXION AND EXTE,320,72114,766.00,306.40,104.79,651.10,,421.30,104.79,110.03,195.96,**,**,**,**,**,444.28,375.34,110.03,203.29,651.10,421.30,574.50,574.50,536.20,104.79,421.30,383.00,520.88,574.50,**,172.90,104.79,398.32,375.34,421.30,444.28,241.02,110.03,444.28,536.20,104.79,482.58,104.79,104.79
432900027,XR SACRUM AND COCCYX 2+ VIEWS,320,72220,395.00,158.00,85.18,335.75,,217.25,85.18,89.44,159.29,**,**,**,**,**,229.10,193.55,89.44,165.25,335.75,217.25,296.25,296.25,276.50,85.18,217.25,197.50,268.60,296.25,**,140.55,85.18,205.40,193.55,217.25,229.10,195.92,89.44,229.10,276.50,85.18,248.85,85.18,85.18
432900029,XR CLAVICLE  2V LEFT,320,73000,535.00,214.00,85.18,454.75,,294.25,85.18,89.44,159.29,**,**,**,**,**,310.30,262.15,89.44,165.25,454.75,294.25,401.25,401.25,374.50,85.18,294.25,267.50,363.80,401.25,**,140.55,85.18,278.20,262.15,294.25,310.30,195.92,89.44,310.30,374.50,85.18,337.05,85.18,85.18
432900030,XR CLAVICLE  2V RIGHT,320,73000,535.00,214.00,85.18,454.75,,294.25,85.18,89.44,159.29,**,**,**,**,**,310.30,262.15,89.44,165.25,454.75,294.25,401.25,401.25,374.50,85.18,294.25,267.50,363.80,401.25,**,140.55,85.18,278.20,262.15,294.25,310.30,195.92,89.44,310.30,374.50,85.18,337.05,85.18,85.18
432900032,XR SCAPULA LEFT,320,73010,272.00,108.80,104.79,241.02,,149.60,104.79,110.03,195.96,**,**,**,**,**,157.76,133.28,110.03,203.29,231.20,149.60,204.00,204.00,190.40,104.79,149.60,136.00,184.96,204.00,**,172.90,104.79,141.44,133.28,149.60,157.76,241.02,110.03,157.76,190.40,104.79,171.36,104.79,104.79
432900033,XR SCAPULA RIGHT,320,73010,272.00,108.80,104.79,241.02,,149.60,104.79,110.03,195.96,**,**,**,**,**,157.76,133.28,110.03,203.29,231.20,149.60,204.00,204.00,190.40,104.79,149.60,136.00,184.96,204.00,**,172.90,104.79,141.44,133.28,149.60,157.76,241.02,110.03,157.76,190.40,104.79,171.36,104.79,104.79
432900035,XR SHOULDER 1V LEFT,320,73020,302.00,120.80,85.18,256.70,,166.10,85.18,89.44,159.29,**,**,**,**,**,175.16,147.98,89.44,165.25,256.70,166.10,226.50,226.50,211.40,85.18,166.10,151.00,205.36,226.50,**,140.55,85.18,157.04,147.98,166.10,175.16,195.92,89.44,175.16,211.40,85.18,190.26,85.18,85.18
432900036,XR SHOULDER 1V RIGHT,320,73020,302.00,120.80,85.18,256.70,,166.10,85.18,89.44,159.29,**,**,**,**,**,175.16,147.98,89.44,165.25,256.70,166.10,226.50,226.50,211.40,85.18,166.10,151.00,205.36,226.50,**,140.55,85.18,157.04,147.98,166.10,175.16,195.92,89.44,175.16,211.40,85.18,190.26,85.18,85.18
432900038,XR SHOULDER 2V+ LEFT,320,73030,389.00,155.60,85.18,330.65,,213.95,85.18,89.44,159.29,**,**,**,**,**,225.62,190.61,89.44,165.25,330.65,213.95,291.75,291.75,272.30,85.18,213.95,194.50,264.52,291.75,**,140.55,85.18,202.28,190.61,213.95,225.62,195.92,89.44,225.62,272.30,85.18,245.07,85.18,85.18
432900039,XR SHOULDER 2V+ RIGHT,320,73030,389.00,155.60,85.18,330.65,,213.95,85.18,89.44,159.29,**,**,**,**,**,225.62,190.61,89.44,165.25,330.65,213.95,291.75,291.75,272.30,85.18,213.95,194.50,264.52,291.75,**,140.55,85.18,202.28,190.61,213.95,225.62,195.92,89.44,225.62,272.30,85.18,245.07,85.18,85.18
432900044,XR HUMERUS LEFT,320,73060,581.00,232.40,85.18,493.85,,319.55,85.18,89.44,159.29,**,**,**,**,**,336.98,284.69,89.44,165.25,493.85,319.55,435.75,435.75,406.70,85.18,319.55,290.50,395.08,435.75,**,140.55,85.18,302.12,284.69,319.55,336.98,195.92,89.44,336.98,406.70,85.18,366.03,85.18,85.18
432900045,XR HUMERUS RIGHT,320,73060,581.00,232.40,85.18,493.85,,319.55,85.18,89.44,159.29,**,**,**,**,**,336.98,284.69,89.44,165.25,493.85,319.55,435.75,435.75,406.70,85.18,319.55,290.50,395.08,435.75,**,140.55,85.18,302.12,284.69,319.55,336.98,195.92,89.44,336.98,406.70,85.18,366.03,85.18,85.18
432900046,XR ELBOW 2V LEFT,320,73070,581.00,232.40,85.18,493.85,,319.55,85.18,89.44,159.29,**,**,**,**,**,336.98,284.69,89.44,165.25,493.85,319.55,435.75,435.75,406.70,85.18,319.55,290.50,395.08,435.75,**,140.55,85.18,302.12,284.69,319.55,336.98,195.92,89.44,336.98,406.70,85.18,366.03,85.18,85.18
432900047,XR ELBOW 2V RIGHT,320,73070,581.00,232.40,85.18,493.85,,319.55,85.18,89.44,159.29,**,**,**,**,**,336.98,284.69,89.44,165.25,493.85,319.55,435.75,435.75,406.70,85.18,319.55,290.50,395.08,435.75,**,140.55,85.18,302.12,284.69,319.55,336.98,195.92,89.44,336.98,406.70,85.18,366.03,85.18,85.18
432900050,XR ELBOW 3V LEFT,320,73080,616.00,246.40,85.18,523.60,,338.80,85.18,89.44,159.29,**,**,**,**,**,357.28,301.84,89.44,165.25,523.60,338.80,462.00,462.00,431.20,85.18,338.80,308.00,418.88,462.00,**,140.55,85.18,320.32,301.84,338.80,357.28,195.92,89.44,357.28,431.20,85.18,388.08,85.18,85.18
432900051,XR ELBOW 3V RIGHT,320,73080,616.00,246.40,85.18,523.60,,338.80,85.18,89.44,159.29,**,**,**,**,**,357.28,301.84,89.44,165.25,523.60,338.80,462.00,462.00,431.20,85.18,338.80,308.00,418.88,462.00,**,140.55,85.18,320.32,301.84,338.80,357.28,195.92,89.44,357.28,431.20,85.18,388.08,85.18,85.18
432900053,XR FOREARM 2V LEFT,320,73090,606.00,242.40,85.18,515.10,,333.30,85.18,89.44,159.29,**,**,**,**,**,351.48,296.94,89.44,165.25,515.10,333.30,454.50,454.50,424.20,85.18,333.30,303.00,412.08,454.50,**,140.55,85.18,315.12,296.94,333.30,351.48,195.92,89.44,351.48,424.20,85.18,381.78,85.18,85.18
432900054,XR FOREARM 2V RIGHT,320,73090,606.00,242.40,85.18,515.10,,333.30,85.18,89.44,159.29,**,**,**,**,**,351.48,296.94,89.44,165.25,515.10,333.30,454.50,454.50,424.20,85.18,333.30,303.00,412.08,454.50,**,140.55,85.18,315.12,296.94,333.30,351.48,195.92,89.44,351.48,424.20,85.18,381.78,85.18,85.18
432900056,XR UP EXT INFANT 2V+ LEFT  (PE,320,73092,157.00,62.80,76.93,195.96,,86.35,104.79,110.03,195.96,**,**,**,**,**,91.06,76.93,110.03,133.45,133.45,86.35,117.75,117.75,109.90,104.79,86.35,78.50,106.76,117.75,**,172.90,104.79,81.64,76.93,86.35,91.06,157.00,110.03,91.06,109.90,104.79,98.91,104.79,104.79
432900057,XR UP EXT INFANT 2V+ RIGHT (PE,320,73092,157.00,62.80,76.93,195.96,,86.35,104.79,110.03,195.96,**,**,**,**,**,91.06,76.93,110.03,133.45,133.45,86.35,117.75,117.75,109.90,104.79,86.35,78.50,106.76,117.75,**,172.90,104.79,81.64,76.93,86.35,91.06,157.00,110.03,91.06,109.90,104.79,98.91,104.79,104.79
432900059,XR WRIST 2V LEFT,320,73100,593.00,237.20,85.18,504.05,,326.15,85.18,89.44,159.29,**,**,**,**,**,343.94,290.57,89.44,165.25,504.05,326.15,444.75,444.75,415.10,85.18,326.15,296.50,403.24,444.75,**,140.55,85.18,308.36,290.57,326.15,343.94,195.92,89.44,343.94,415.10,85.18,373.59,85.18,85.18
432900060,XR WRIST 2V RIGHT,320,73100,593.00,237.20,85.18,504.05,,326.15,85.18,89.44,159.29,**,**,**,**,**,343.94,290.57,89.44,165.25,504.05,326.15,444.75,444.75,415.10,85.18,326.15,296.50,403.24,444.75,**,140.55,85.18,308.36,290.57,326.15,343.94,195.92,89.44,343.94,415.10,85.18,373.59,85.18,85.18
432900062,XR WRIST 3V LEFT,320,73110,593.00,237.20,85.18,504.05,,326.15,85.18,89.44,159.29,**,**,**,**,**,343.94,290.57,89.44,165.25,504.05,326.15,444.75,444.75,415.10,85.18,326.15,296.50,403.24,444.75,**,140.55,85.18,308.36,290.57,326.15,343.94,195.92,89.44,343.94,415.10,85.18,373.59,85.18,85.18
432900063,XR WRIST 3V RIGHT,320,73110,593.00,237.20,85.18,504.05,,326.15,85.18,89.44,159.29,**,**,**,**,**,343.94,290.57,89.44,165.25,504.05,326.15,444.75,444.75,415.10,85.18,326.15,296.50,403.24,444.75,**,140.55,85.18,308.36,290.57,326.15,343.94,195.92,89.44,343.94,415.10,85.18,373.59,85.18,85.18
432900065,XR HAND 2V LEFT,320,73120,630.00,252.00,104.79,535.50,,346.50,104.79,110.03,195.96,**,**,**,**,**,365.40,308.70,110.03,203.29,535.50,346.50,472.50,472.50,441.00,104.79,346.50,315.00,428.40,472.50,**,172.90,104.79,327.60,308.70,346.50,365.40,241.02,110.03,365.40,441.00,104.79,396.90,104.79,104.79
432900066,XR HAND 2V RIGHT,320,73120,630.00,252.00,104.79,535.50,,346.50,104.79,110.03,195.96,**,**,**,**,**,365.40,308.70,110.03,203.29,535.50,346.50,472.50,472.50,441.00,104.79,346.50,315.00,428.40,472.50,**,172.90,104.79,327.60,308.70,346.50,365.40,241.02,110.03,365.40,441.00,104.79,396.90,104.79,104.79
